,#1 String,#2 String,label
4585,The amendment deals with the free exercise of religion versus the government establishment of a religion.,One had also pointed to the word refugee in an English/Turkish dictionary.,0
9227,"Treasury prices rose slightly, sending the 10-year note yield down to 4.38 percent from 4.39 percent late Friday.","Treasury prices gained for the third day in a row, pushing the 10-year note yield down to 4.35 percent from 4.36 percent late Monday.",1
1229,"""We will clearly modify some features of our plans as well as their administration,"" Reed said in a letter to the NYSE's 1,366 members.","""We will clearly modify some features of our plans as well as their administration,"" Reed said in his letter.",1
9200,"GE stock closed Friday at $30.65 a share, down about 42 cents, on the New York Stock Exchange.",GE's shares closed at $30.65 on Friday on the New York Stock Exchange.,1
6980,"""The death of al-Ghozi signals that terrorists will never get far in the Philippines,"" Arroyo said in a statement on Monday.","NITED NATIONS, Aug. 26 International inspectors have found traces of highly enriched uranium at an Iranian facility, according to a new confidential report distributed today.",0
5178,Palestinian Prime Minister Mahmoud Abbas must defend the record of his first 100 days in office before Parliament today as the death toll in the occupied territories continues to rise.,"Byrd, speaking from the Senate floor, said he questioned ""the motives of a deskbound president who assumes the garb of a warrior for purposes of a speech.""",0
4293,"Miodrag Zivkovic, of the Liberal Alliance of Montenegro, won 31 percent of the vote, while the independent Dragan Hajdukovic got 4 percent.","A pro-independence radical, Miodrag Zivkovic, of the Liberal Alliance, came in second with 31 percent of the vote.",1
1058,"The island nation reported 65 new cases on May 22, a one day record, and 55 new cases on May 23, making Taiwan's epidemic the fastest-growing in the world.","Taiwan reported 65 new cases on May 22, a one-day record, and 55 new cases on May 23, making its epidemic the world's fastest-growing.",1
6262,"Bush's aides describe Omaha as the most crucial stop, since Senator Ben Nelson, Democrat of Nebraska, has become their top lobbying target on the tax-cut package.","If the companies won't, their drugs could be prescribed to Medicaid patients only with the state's say-so.",0
281,"""That really affects the companies, big time,"" said Jim Santangelo, president of the Teamsters Joint Council 42 in El Monte.","The International Committee of the Red Cross, fearful for the safety of its staff operating in Iraq, announced it was temporarily shutting its offices in Baghdad and Basra.",0
9235,"The parade, which moves west along Eastern Parkway in the Crown Heights section of Brooklyn, went through the district Davis represented.","The parade, which moved west along Eastern Parkway in Crown Heights past hundreds of thousands of spectators, went through the district that Davis represented.",1
9508,He urged the US to provide clear rules on what would happen at possible trials.,Government sources said Mr Howard urged the US to provide clear rules governing any potential trials.,1
968,"There's a Jeep in my parents' yard right now that's not theirs,'' said Perry, whose parents are vacationing in North Carolina.",Scott Dixon eventually made winning the Honda Indy 225 look easy Sunday at Pikes Peak International Raceway.,0
3953,"The new version, W32/Sobig.C-mm, had already reached a ""high level"" outbreak status by Monday, according to security analysts.","Security analysts said the new version, W32/Sobig.C-mm, had already reached a ""high level"" outbreak status by mid-afternoon on Monday.",1
1939,"""The £5m would give BA a considerable return on the £5 it originally paid the government for the aircraft.""",Vaccine makers have been thrust into the limelight as government programs encourage wider vaccination amid fears of biological attacks.,0
9818,Its legal representatives began meeting with plaintiffs' attorneys last week to discuss a settlement.,Attorneys for both the archdiocese and the plaintiffs began meeting last week to reach the out-of-court settlement.,1
1274,"The report confirmed the ACLU's view that the civil liberties and rights of immigrants ""were trampled in the aftermath of 9/11,"" said Romero.","The inspector general's findings confirm our long-held view that civil liberties and the rights of immigrants were trampled in the aftermath of 9/11.""",1
619,Derek Jeter took batting practice on the field for the first time since dislocating his left shoulder on Opening Day and expects to begin a minor league rehab assignment tomorrow.,"Jeter, who dislocated his left shoulder in a collision March 31, took batting practice on the field for the first time Monday.",1
9868,"The highest-paid Washington private-college president is Susan Resneck Pierce, who heads the University of Puget Sound.","The highest-paid private-college president in Washington is University of Puget Sound President Susan Resneck Pierce at $314,160, the Chronicle said.",1
1742,The mother also alleged in the lawsuit that she was sexually assaulted by one of the guards.,The mother also contended that she was sexually assaulted by one of the guards during the 1998 confrontation.,1
1390,"Judge Gerald W. Heaney, in dissent, said the authorities should have allowed the prisoner to be medicated without the consequence of execution.","""The Republicans went into a closet, met with themselves, and announced a compromise,"" Hollings said in a statement.",0
2203,Police launched an international hunt for Shevaun Pennington after she ran away with 31-year-old Toby Studabaker Saturday.,PwC itself paid $5m last year over alleged violations of independence rules.,0
3568,"Prince Saud said, ""The Kingdom of Saudi Arabia has been wrongfully and morbidly accused of complicity in the tragic terrorist attacks of September 11, 2001.""","""The kingdom of Saudi Arabia has been wrongfully and morbidly accused of complicity in the tragic terrorist attacks of Sept. 11, 2001,"" he said.",1
6116,Albertson's and Kroger's Ralphs stores locked out their workers in response.,Kroger's Ralphs chain and Albertsons immediately locked out their grocery workers in a show of solidarity.,1
11566,Intel plans to present a paper on its findings today at a conference in Japan.,"""I feel that my supervision was inadequate,"" Minister of Health Twu Shiing-jer told parliament after he tendered his resignation to the island's premier.",0
6052,"""Although some firms show BPO savings, vendors overstate their current offerings,"" John C. McCarthy, Forrester Group director, said.","""Although some firms show BPO savings, vendors overstate their current offerings,"" McCarthy said in a statement.",1
3178,"The state wants to lower wolf numbers in approximately a 1,700-square-mile area near the village of McGrath.","The state wants to kill the wolves in approximately a 1,700-square-mile area near McGrath to establish a moose nursery of sorts.",1
3192,"The new policy gives greatest weight to grades, test scores and a student's high school curriculum.","Academic achievement -- including grades, test scores and high school curriculum -- are given the highest priority.",1
9499,"Since being drafted into service in 1971, it has racked up a record 45 accidents, with 393 deaths.","It has a chequered safety record, including 47 accidents that resulted in 668 deaths.",1
6099,The trial is entering a crucial stage as Italy prepares to assume the rotating presidency of the European Union on July 1.,The prime minister is poised to take over the rotating presidency of the European Union on July 1.,1
7029,"SARS has also taken a toll on Taiwan's economy, as it has on economies across the region, hammering consumer spending and leaving shops, restaurants and airports empty.","SARS has also taken a toll on Taiwan's economy, hammering consumer spending, with shops, restaurants and airports empty while people stay at home.",1
575,"She also noted that Intel's servers were not harmed and that the thousands of Hamidi e-mail recipients were able to request that the e-mails stop, which Hamidi honored.","The broader Standard & Poor's 500 Index .SPX gained 5.51 points, or 0.56 percent, to 981.73.",0
6656,"In that case, the court held that Cincinnati had violated the First Amendment in banning only the advertising pamphlets in the interest of aesthetics.","In that case, the court held that the city of Cincinnati had violated the First Amendment in banning, in the interest of aesthetics, only the advertising pamphlets.",1
7115,"One of the Oregon species was acclimated to a temperature of 65, but survived until the aquarium temperature reached 87.","And now it's anything he wants to say,"" confirmed Stone County Nursing and Rehabilitation Center social director Alesha Badgley.",0
10223,"The WHO said in a report on Wednesday that most resistant bacteria growth among humans was not due to farmers, but to overuse of antibiotics by doctors.","The other main electrical goods retailers are Argos, part of GUS, privately owned Littlewoods and PowerHouse.",0
6276,"Doctors say one or both boys may die, and that some brain damage is possible if they survive.","Doctors said that one or both of the boys may die and that if they survive, some brain damage is possible.",1
9472,"As far as I know, he wasnt like that, except for getting in a couple fights with his dad.""",There were sharply conflicting reports tonight on the death toll.,0
10430,"They were held under Section 41 of the Terrorism Act 2000 on suspicion of involvement in the commission, preparation or instigation of acts of terrorism.","Badat was arrested under section 41 of the Terrorism Act “on suspicion of involvement in the commission, preparation or instigation of acts of terrorism,” Scotland Yard confirmed.",1
5897,"The American women, who are defending champions, will play in Philadelphia on Sept. 25 and conclude group competition in Columbus on Sept. 28.","The U.S. women, who are defending champions, will play on Sept. 25 in Philadelphia and conclude group competition on Sept. 28 in Columbus, Ohio.",1
5724,"""It seems clear the climate is changing,"" he said, asked to explain the flooding that keeps ravaging the southeast.","""It seems clear the climate is changing,"" he said when asked to explain flooding that has ravaged this part of southeast France two years in succession.",1
269,"At least five class-action lawsuits have been filed, including one in Pennsylvania.",At least five class-action lawsuits have been filed on behalf of hormone users.,1
629,A poll showed that the FBI bugging of the mayor had given a boost to his reelection effort against GOP opponent Sam Katz.,A poll released this week showed that the FBI bugging of the mayor has given a boost to his re-election effort.,1
3081,Selenski had previously spent seven years in prison on a bank robbery conviction.,"Singer Brandy and her husband, Robert Smith, have called it quits.",0
3466,"The time was about 4 a.m. on March 18, just hours before the first pinpoint missiles rained down on the capital.","The seizure occurred at 4am on March 18, just hours before the first American air assault.",1
6430,We are currently trying to understand the scope and details of the investigation. . . .,Weber said late Thursday that the company is still trying to understand the scope and details of the investigation.,1
10815,"Bush's aides describe Omaha as the most crucial stop, since Sen. Ben Nelson (D-Neb.) has become their top lobbying target on the tax cut package.","Bush's aides describe Omaha as the most crucial stop, since Senator Ben Nelson, Democrat of Nebraska, has become their top lobbying target on the tax-cut package.",1
7062,"It was third time lucky for Hempleman-Adams, 46, after two previous abandoned attempts to make ballooning history.",It was third time lucky for the 46-year-old explorer who twice had to abandon attempts to make ballooning history.,1
11290,"Orville Wright's laboratory was once there - where he developed a split airplane wing, tinkered with cars and even built toys.",Rudder was most recently senior vice president for the Developer & Platform Evangelism Business.,0
5543,United States State Department spokesman Richard Boucher said: 'It is our judgment that the possible avenues to a peaceful resolution were not fully explored at the Tokyo conference.,"""It's our judgment that the possible avenues to a peaceful resolution were not fully explored at the Tokyo conference,"" US State Department spokesman Richard Boucher said.",1
4356,Numan was the Baath Party's regional command chairman responsible for west Baghdad.,Al-Numan was a longtime member of the regional command of the Baath party.,1
10581,"In 2001, there were 6.5 million high-tech jobs in the United States.","The jury verdict, reached Wednesday after less than four hours of deliberation, followed a 2 week trial, during which Waagner represented himself.",0
2113,The Fox Movie Channel has banned Charlie Chan.,"FCC Chairman Michael Powell said in a statement that the ruling would ""throw a monkey wrench into the FCC's efforts to develop a vitally important national broadband policy.""",0
8219,SCO says the pricing terms for a license will not be announced for weeks.,"Details on pricing will be announced within a few weeks, McBride said.",1
3216,"When such acceleration occurs, the drive's read/write head gets temporarily parked until the system is stabilised.","Gates says he wants to see ""independent e-mail trust authorities"" who ""establish and maintain commercial email guidelines, certify senders who follow the guidelines, and resolve customer disputes.""",0
3814,"A cost analysis is under way, said Michael Rebell, CFE's executive director.","""We're not looking for a Robin Hood remedy,"" said Michael Rebell, the campaign's executive director.",1
8321,Moseley Braun has scored endorsements from the National Organization for Women and the National Women's Political Caucus.,Class-action suits expand sharply the number of plaintiffs and damages in a suit by allowing initial plaintiffs to sue on behalf of a larger group with common interests.,0
9968,They traded down early this year to 60 percent of face value on fears Aquila may default.,"The Dow Jones Industrial Average was up 0.3 per cent at 9,886.75, while the Nasdaq Composite index was 0.4 per cent higher at 1,986.97.",0
2278,"DUBAI, SEPTEMBER 23:  The world economic leaders hailed on Tuesday signs of a global revival but agreed it had to be handled with care to prevent any setback.",Both the S&P 500 and the Nasdaq indexes have scored three straight weeks of gains.,0
4599,Haemochromatosis is a disorder in which people absorb excessive amounts of iron which can lead to organ damage.,"The water blocking the airport road swamped several buildings, including a Federal Express depot.",0
13,"The tech-heavy Nasdaq composite index fell 3.99, or 0.2 percent, to 1,682.72, following a two-day win of 55.93.","The technology-laced Nasdaq Composite Index .IXIC eased 8.52 points, or 0.51 percent, to 1,670.21.",1
10713,"At a press conference Thursday, the group claimed it had obtained 1.1 million signatures on petitions opposing the recall, although the petitions have no legal effect.","Opponents said they had 1.1 million signatures on petitions opposing the recall, though those petitions would have no legal effect.",1
1525,Iran has yet to sign an additional protocol to the NPT treaty which would allow U.N. inspections at short notice.,"Iran has yet to sign an additional protocol to the Nuclear Non-Proliferation Treaty, which it signed in 1970, that would allow IAEA inspections at short notice.",1
2365,"He said they should ""not really be patrolling or be around those areas when they are in their time of when they're conducting their prayers.""",The woman had agreed to testify after receiving immunity protecting her from punishment for lying and other violations of the academy's honor code.,0
4648,"The injured passenger at John Peter Smith Hospital died later Friday morning, Jones said.","Mr Martin said the company is ""cautiously optimistic regarding some improvement in sales and operating performance trends in the second half of 2003"".",0
374,"The coalition passed some of the world's most progressive social legislation, legalising gay marriage and euthanasia.",The company also argued that Lexmark was trying to squash competition by installing a microchip on its toner cartridges to make it difficult for third-party manufacturers to make generic cartridges.,0
9887,"The tech-heavy Nasdaq Composite Index .IXIC was off 0.11 percent, or 1.78 points, at 1,594.13.","The broader Standard & Poor's 500 Index .SPX was down 0.04 points, or 0 percent, at 971.52.",1
6477,"The company has expanded into providing other services for buyers, including payment services.","The company has expanded those basic services, offering payment and even financing.",1
525,NASA plans to explore the Red Planet with ever more sophisticated robotic orbiters and landers.,The Nets and the Spurs are crossing new frontiers of offensive ineptitude while causing their high-scoring American Basketball Association forefathers to cringe.,0
9131,"But MTA officials appropriated the money to the 2003 and 2004 budgets without notifying riders or even the MTA board members considering the 50-cent hike, Hevesi found.","Revenues for ""The Hulk"" came in well below those of last month's Marvel Comics adaptation, ""X2: X-Men United,"" which grossed $85.6 million in its opening weekend.",0
6895,"I am never going to forget this throughout my life.""",The United States will play Canada in the third-place game Saturday.,0
3591,"The Hartford shares rose $2.88, or 6.6 percent, to close Monday at $46.50 on the New York Stock Exchange.",Shares of Hartford rose $2.88 to $46.50 in New York Stock Exchange composite trading.,1
7904,"SUVs parked on residential streets in Monrovia were tagged with ""ELF"" and other slogans, and another was set ablaze in front of a house, Sgt. Tom Wright said.",Johnsons site is www.katyjohnson .com. Maxs is www.tuckermax.com.,0
2958,The case consolidated multiple purported class actions filed in 2001.,"They did not nationalize them,"" said Manouchehr Takin of the Center for Global Energy Studies.",0
529,Atlantic Coast will continue its operations as a Delta Connections carrier.,"But when neither Justice O'Connor nor any other justice announced a retirement when the court's term ended in June, it was widely seen as making those campaigns moot.",0
3714,"The blue-chip Dow Jones industrial average .DJI tacked on 97 points, or 1.14 percent, to 8,699.",The dollar rose 0.15 percent against the Japanese currency to 115.97 yen.,0
4732,"Westfield, which owns Galleria in Morley, also will continue discussions about the other co-owned centres such as Knox City in Melbourne, half-owned by Deutsche Bank.","Mr Annan also warned the US should not use the war on terror as an excuse to suppress ""long-cherished freedoms"".",0
9461,"While rising consumer confidence is welcomed, it is not a component of gross domestic product, whereas new home sales are.","While news on consumer confidence rising is welcomed, it is not a factor in determining gross domestic product whereas new home sales do.",1
1394,Chief Justice William Rehnquist and Justice Clarence Thomas were the two other dissenting judges.,"""We're delighted the testing has worked -- we caught this ... and haven't sent it into the blood supply,"" said Dr. Dale Towns, Calgary medical director of CBS.",0
9633,But planning for an expansion of Wagerup has been caught up in a heated debate about the existing project's effect on local residents.,But plans to expand Wagerup had been caught up in a heated debate about the existing pro-ject's impact on the amenity of local residents.,1
5631,Stanford (46-15) takes on South Carolina today at 11 a.m. in the first game of the College World Series.,The legal ruling follows three days of intense speculation Hewlett-Packard Co. may be bidding for the company.,0
9465,"""This sale is part of our efforts to simplify our Foodservice Products business and improve its cost structure,"" chairman and CEO Gary Costley said in a statement.","Dick is going to be there as long as Dick wants to be there,"" Reuters reports Langone as saying.",0
6563,"Pat Anderson, the attorney representing the parents, Bob and Mary Schindler, declined to comment.","Pat Anderson, the lawyer representing the Schindlers, declined to comment on the filing.",1
4703,"Neither immediately said his agency would appeal the decision, but many others following the case said an appeal was likely soon.","The global death toll approached 770 with more than 8,300 people sickened since the SARS virus first appeared in southern China in November.",0
1712,More than a dozen people were killed in those attacks.,The British Foreign Office said Monday that coalition authorities in Iraq were pleased that the men were freed.,0
11320,"Rats on the tomato powder diet had a 26 percent lower risk of prostate cancer death than the control rats, allowing for diet restriction.","Swedish telecom equipment maker Ericsson (nasdaq: QCOM - news - people) jumped $2.88, or 15.7 percent, to $21.28.",0
955,"In court papers filed Tuesday, Lee asked for an injunction against Viacom's use of the name, saying he had never given his consent for it to be used.","In papers filed Tuesday in Manhattan's state Supreme Court, Lee asked for an injunction against Viacom's use of the name Spike for TNN.",1
6675,He also accused royal courtiers of poisoning the brothers’ “little minds”.,"He said the royal family has poisoned the princes' ""little minds.""",1
3453,"The Standard & Poor's 500 index rose 11.67, or 1.2 percent, to 975.26, having risen 3.3 percent last week.","The broader Standard & Poor's 500 Index <.SPX> was up 9.05 points, or 0.94 percent, at 972.64.",1
9579,"""If they want to replace 11i with PeopleSoft, now that would make sense.""","During her two days of meetings, Rocca will not meet the rebels since they are banned by the United States as a ""terrorist organisation"".",0
8595,"Prosecutors said Paracha, if convicted, could face at least 17 years in prison.","The intervention force will confiscate weapons, reform the police, strengthen the courts and prison system and protect key institutions such as the Finance Ministry.",0
2071,"This comes at a time when Alba is expanding its aluminium output by 307,000 tonnes a year and is accelerating plans for another 307,000 tonnes-a-year increase.","That comes as Alba is lifting its aluminium output by 307,000 tonnes a year and accelerating plans for another 307,000 tonnes-a-year increase.",1
11304,"""These changes may affect a large number of existing Web pages,"" the statement continued.","Sayliyah was the command base for the Iraq war, but Central Command sent hundreds who ran the war back home to Tampa, Florida.",0
158,"It said the operation, which began on Monday, was part of ""the continued effort to eradicate Baath Party loyalists, paramilitary groups and other subversive elements.""","A statement from the allied command said that the raid was part of ""the continued effort to eradicate Baath Party loyalists, paramilitary groups and other subversive elements.""",1
7005,"Cmdr. Rod Gibbons, an academy spokesman, said, ""The academy is shocked and saddened.","Miss Stewart is being prosecuted not because of who she is but what she did,"" Mr Comey continued.",0
9094,Defense lawyers had said a change of venue was needed because massive pretrial publicity had tainted the jury pool against their client.,"The rate of survival without serious brain damage is about 10 percent, said Bossaert, a professor at the University Hospital in Antwerp, Belgium.",0
352,"A final decision on his fate, including the power of the death penalty, lay with President Bush.","China's foreign ministry said: ""We hope all parties will continue to make efforts and continue the process of dialogue.""",0
6078,Freddie also said Leland C. Brendsel will retire as chairman and chief executive and resign from the board.,"He replaces Leland Brendsel, 61, who retired as chairman and chief executive.",1
6236,The anguish was detectable in the voices of those of Forlong's television colleagues who would speak on Monday.,The Democratic primary results have a margin of error of plus or minus 6.1 percentage points.,0
8946,"Such a letter indicates the government intends to pursue an indictment and believes it has substantial evidence to support an indictment, the company said.","The card is issued by Mexico's consulates to its citizens living abroad and shows the date of birth, a current photograph and the address of the cardholder.",0
11574,"""The idea that Tony Abbott is in some way a one-dimensional political head kicker couldn't be more wrong.""","The tech-loaded Nasdaq composite rose 20.96 points to 1595.91, ending at its highest level for 12 months.",0
2920,The local people say four Iraqis were killed and four were injured.,Witnesses said four Iraqis were killed and 14 injured during the protest and clash with British forces.,1
8503,"Evacuation went smoothly, although passengers weren't told what was going on, Hunt said.","Passengers were evacuated smoothly, although they were not told what was going on, he said.",1
4644,Advanced Micro Devices on Tuesday launched its newest Athlon chip for workstations and servers.,Total Information Awareness is now Terrorism Information Awareness.,0
661,"Companies are working with the FDA and academics ""to try and get some firm answers and not just speculation,"" Jarman said.","Sir Jeremy Greenstock, the UK's ambassador to the UN, is due to lead a week-long Security Council mission to West Africa in mid-May.",0
7057,"""I have heard the people of New York say, 'Enough is enough,' "" Pataki said. ""","""I have every reason to believe that people understand enough is enough,"" Mr. Pataki said.",1
3665,"About $250,000 worth of her jewelry was discovered last week at Kennedy International Airport, where it had up and disappeared before a flight to the BET Awards.","""This is a good day for America's farmers,"" said Sen. Charles Grassley, R-Iowa, in reaction to the administration announcement.",0
7979,"The department told airlines ""the threat level to UK civil aviation interests in Kenya has increased to imminent.",It was the biggest protest since hundreds of thousands marched in outrage over the massacre of democracy activists occupying Tiananmen Square in Beijing in 1989.,0
306,The troops - whose mandate is to protect U.N. installations and personnel - can only fire in self-defense and have been unable to stem the violence.,"The Leader of the Opposition, Simon Crean, said from Jakarta that the reshuffle had been forced by ministerial incompetence.",0
4790,Rogge was a witness to Drummond's tantrums Sunday at the World Track and Field Championships.,"Turner said he transferred 10 million additional shares to a charitable trust, which also liquidated them.",0
2356,Houston fourth-graders also performed similarly to national peers in writing.,"""New York City and Houston fourth-graders were at the national average in writing.",1
1927,The letter stated that a premature stillborn baby was placed on the bed in a blanket.,"The broader Standard & Poor's 500 Index .SPX rose 3.47 points, or 0.36 percent, to 977.59.",0
10841,Novell is acquiring SuSe Linux in a $210 million cash deal subject to regulatory approval.,Linux company SuSE was today acquired by Novell in a $210 million all-cash deal.,1
3427,"Median household income declined 1.1 percent between 2001 and 2002 to $42,409, after accounting for inflation.","The same survey found the median household income rose by $51, when accounting for inflation, to $43,057.",1
8941,"The dollar was at 116.78 yen JPY= , virtually flat on the session, and at 1.2871 against the Swiss franc CHF= , down 0.1 percent.",It said sales of film in China during April and May were about half the amount sold in the year-ago period.,0
3638,"On the upside, Coca-Cola Co. (nyse: KO - news - people) reported higher profit for the quarter early on Thursday, helped by European demand.","InterActiveCorp's shares closed at $34.19, down $2.81, or 7.6 percent on the Nasdaq Stock Market.",0
1266,"BA shares were up 0.59 percent at 170 pence in early afternoon trading, slightly outpacing London's FTSE 100 Index which was up 0.28 percent.","BA shares closed down 0.89 percent at 167-1/2 pence, slightly lower than London's FTSE 100 Index which was down 0.28 percent.",1
1560,"In a statement, Microsoft said the dividend is payable Nov. 7 to shareholders of record on Oct. 17.","The dividend, the company's second this calendar year, is payable on Nov. 7 to shareholders of record at the close of business Oct. 17.",1
7179,"The FBI informed Easynews that an individual had used the Easynews UseNet server   to upload the SoBig.F virus on Monday, August 18th, the company said in a statement.","Annan said terrorism would only be defeated ""if we act to solve the longstanding conflicts which generate support for it.""",0
4109,The Securities and Exchange Commission yesterday said companies trading on the biggest U.S. markets must win shareholder approval before granting stock options and other stock-based compensation plans to corporate executives.,Companies trading on the biggest stock markets must get shareholder approval before granting stock options and other equity compensation under rules cleared yesterday by the Securities and Exchange Commission.,1
7867,"In an E-mail statement to the Knoxville News Sentinel, Shumaker said, ''I am not giving any consideration to resignation.","In a statement later, he said it appeared his side may have fallen a bit short.",0
4904,The proposal also may help Bloomfield Hills-based Taubman Centers Inc. fend off a takeover from Indianapoils-based shopping mall operator Simon Property Group Inc.,"Powell recently changed the story, telling officers that Hoffa's body was buried at his former home, where the search was conducted Wednesday.",0
7294,The chip also features an updated LongRun power and heat management system.,It also features Nvidia's own PowerMizer power management system.,1
514,"Not only had Bashir given his blessing but he had asked ""that we hit the target well"", Mr Bafana said.","But Odette is the first to form over the Caribbean Sea in December, the Center said.",0
894,"State air regulators and three automakers have settled a lawsuit challenging the nation's toughest auto emissions program, a spokesman for California's air board said Monday.","State air regulators and three automakers have agreed to settle a lawsuit challenging the nation's toughest auto emissions program, according to a spokesman for California's air board.",1
8601,"With the remaining three shuttles grounded in the wake of the Columbia accident, the rookies will have to wait even longer.",The interview Thursday came a day after Britain's Daily Mirror reported Sahhaf had been taken into custody.,0
21,The plan is to convert half of its eight million local phone lines within the next six years.,Sprint plans to move half of its 8 million local lines from hard-wired circuits to packet networks in the next six years.,1
899,Prosecutors called Durst a cold-blooded killer who shot Black to steal his identity.,"""I'm delighted that David Chase has decided to give us another chapter in the great 'Sopranos' saga,"" HBO chairman and chief executive Chris Albrecht said.",0
207,A report on the finding appears in Friday's issue of the journal Science.,The Fed also said the risks to the economy were biased toward weakness.,0
458,Artists are worried the plan would harm those who need help most - performers who have a difficult time lining up shows.,One Republican flier cited a 3.8 percent increase in the S&P 500 stock index since passage of the tax cuts in May.,0
2430,"Harry Potter and the Order of the Phoenix, by J.K. Rowling, Scholastic, 870 pages, $29.99.",The other semifinal between Guillermo Coria of Argentina and Martin Verkerk of the Netherlands is also compelling.,0
8442,"Although Mr Sorbello was taken to hospital for a check-up, he was later released.","Mr Sorbello was taken to hospital for a check-up and later released, while Mr Pennisi thinks he may have cracked ribs.",1
9299,"The vulnerability affects Windows NT 4.0, NT 4.0 Terminal Services Edition, XP and 2000, as well as Windows Server 2003.","Microsoft issued a patch for the vulnerability, which affects Windows NT 4.0, Windows NT 4.0 Terminal Services Edition, Windows 2000, Windows XP and Windows Server 2003.",1
3389,She was taken by ambulance to Charing Cross Hospital in Hammersmith.,A U.S. appeals court in New York reinstated perjury charges against a Grossmont College student accused of lying about his knowledge of two of the Sept. 11 hijackers.,0
3911,The legislation opens the way for police and other personnel to be deployed to the Solomons and to carry out law enforcement functions.,"""Once the legislation enters into force, it opens the way for police and other personnel to be deployed to Solomon Islands and to carry out law-enforcement functions.",1
5383,Igen's stock closed $4.70 or nearly 13.7 percent higher at $39.10 on the Nasdaq market.,"The company's shares surged $4.70, or 13.7 percent, to $39.10 on the Nasdaq Stock Market yesterday.",1
8907,"Waiting crowds filling the streets on both sides overwhelmed the peacekeepers soon after daylight, sweeping past the barbed wire barricades.","But waiting crowds filling the streets rushed the bridges soon after daylight, overrunning razor-wire barricades.",1
552,"Elecia Battle, of Cleveland, told police she dropped her purse as she left the Quick Shop Food Mart last week after buying the ticket.",Elecia Battle dropped her purse after buying the Mega Millions Lottery ticket last week and believes the ticket blew away.,1
9631,"Worldwide, 7,183 SARS cases and 514 deaths have been reported in 30 countries.","Taiwan reported 22 new cases, for a total of 360 with 13 deaths.",1
3144,Wall Street was also waiting for aluminum maker Alcoa Inc. AA.N to report earnings after the close.,Wall Street was also waiting for aluminum maker Alcoa Inc. (nyse: PEP - news - people) to report earnings after the close.,1
6917,"The latest snapshot of the labor markets was slightly better than economists were expecting; they were forecasting claims to fall no lower than 410,000 for last week.","Despite problems in the job market, the latest snapshot of the labor markets was slightly better than economists were expecting.",1
2056,"The Winston-Salem, North Carolina company opened six stores during the quarter, bringing the total to 282.","Six new Krispy Kreme stores were opened in the first quarter, bringing the total number of stores to 282.",1
1925,"""I still don't think it is a trade secret,"" Bunner said yesterday.","""We don't think that there is a trade secret here.""",1
634,General Motors Corp. posted a record 8.4 percent improvement in 2000.,General Motors Corp. posted the best-ever improvement in 2000 at 8.4 percent.,1
6082,He said he had told the state police to execute a search warrant but stop if they encountered resistance.,"The bulk of the funds, some $65 billion, will go for military operations in Iraq and Afghanistan.",0
8508,"State air regulators and two automakers have settled a lawsuit challenging the nation's toughest auto emissions program, a spokesman for California's air board said Monday.","State air regulators and three automakers have agreed to settle a lawsuit challenging the nation's toughest auto emissions program, according to a spokesman for California's air board.",1
10766,"Larger rivals, including Tesco and Sainsbury’s, were excluded from the bid battle following a Competition Commission inquiry last month.","In the memo, Ballmer reiterated the open-source threat to Microsoft.",0
11235,"NEC's pitching its wireless gear and management software to a variety of industries, including healthcare and hospitality, a company spokesman said.","Dell's Personal All-in-One A920 is an entry-level device that combines printer, scanner and copier functions for $89.",0
8619,Random testing of security procedures should also take place.,Security assessments of these facilities should take place every three years.,1
9973,Low-income earners would pay a 5 percent tax on both types of investment income.,Low-income earners would pay a 5 percent rate for both capital gains and corporate dividends.,1
105,"Still, analysts said they were disappointed by the company's 68 million pretax charge for weather-related and test failure costs on its Polar Tanker crude oil tanker program.",Analysts also said they were disappointed by the company's $68 million pre-tax charge for weather-related and overhead costs on its Polar Tanker crude oil tanker program.,1
3041,In 1999 the American Film Institute named Hepburn as the 20th century's greatest screen actress.,"Hollywood actor Robert De Niro has been diagnosed with prostate cancer, his spokesman said today.",0
1709,"His daughter, Nina Axelrod, told The Associated Press that he died in his sleep, apparently of heart failure.","Axelrod died in his sleep of heart failure, said his daughter, Nina Axelrod.",1
89,"The broader Standard & Poor's 500 Index .SPX rose 3.47 points, or 0.36 percent, to 977.59.","Immediately after the blast, people portraying some of the 150 ""victims"" stumbled amid the wreckage as emergency vehicles converged on the scene.",0
7014,"The steel tariffs, which the U.S. president imposed in March 2002, will officially end at midnight, instead of March 2005 as initially planned.","The U.S. steel tariffs, which Bush imposed in March 2002, were to officially end at midnight Thursday (0500 GMT), instead of March 2005 as initially planned.",1
3174,"Telecom equipment maker Lucent Technologies Inc. (nyse: QCOM - news - people) rallied 43 cents, or 12.3 percent, to $3.95.","Close cooperation between regional law enforcement agencies and intelligence services was at the heart of the fight against terrorism, he said.",0
917,An electronic implant has helped Limbaugh regain most of his hearing.,"Yehuda Abraham, a 76-year-old jeweler in New York's diamond district, allegedly accepted a $30,000 down payment on behalf of Lakhani for the missiles, the government said.",0
7833,A Melbourne TV producer who worked on shows including Who Wants To Be a Millionaire?,"Smashed cars and buses, ruined buildings, scattered debris and spot fires added to the realism.",0
